season,semester,MMWR_YR,MMWR_WK,percentile,percentile_value_cases,percentile_value_inc
2025/26,Fall,2025,35,0.01,0.0,3.7776297145963866e-10
2025/26,Fall,2025,35,0.025,0.0,6.382086553680111e-10
2025/26,Fall,2025,35,0.05,0.0,8.969080422804865e-10
2025/26,Fall,2025,35,0.1,0.0,1.217763279104389e-09
2025/26,Fall,2025,35,0.15,0.0,3.187919683789174e-09
2025/26,Fall,2025,35,0.2,0.0,1.517133334516533e-08
2025/26,Fall,2025,35,0.25,0.0,6.079502590239372e-08
2025/26,Fall,2025,35,0.3,0.0,1.7890706232037689e-07
2025/26,Fall,2025,35,0.35,0.0,4.303044079279061e-07
2025/26,Fall,2025,35,0.4,0.0,9.506061019237678e-07
2025/26,Fall,2025,35,0.45,0.0,1.810287329817584e-06
2025/26,Fall,2025,35,0.5,0.0,3.166045416946872e-06
2025/26,Fall,2025,35,0.55,0.0,5.270329302220489e-06
2025/26,Fall,2025,35,0.6,0.0,8.872354010236443e-06
2025/26,Fall,2025,35,0.65,0.0,1.4931830264686141e-05
2025/26,Fall,2025,35,0.7,0.0,2.410321994830152e-05
2025/26,Fall,2025,35,0.75,0.0,3.802506398642436e-05
2025/26,Fall,2025,35,0.8,0.0,6.015288963681098e-05
2025/26,Fall,2025,35,0.85,0.0,9.660862633609195e-05
2025/26,Fall,2025,35,0.9,0.0,0.0001688988864771091
2025/26,Fall,2025,35,0.95,0.0,0.00033274244342464896
2025/26,Fall,2025,35,0.975,0.0,0.000505042886652518
2025/26,Fall,2025,35,0.99,1.0,0.0008765132282860578
2025/26,Fall,2025,36,0.01,0.0,4.2281123269205523e-10
2025/26,Fall,2025,36,0.025,0.0,7.057937123633452e-10
2025/26,Fall,2025,36,0.05,0.0,9.52161466338808e-10
2025/26,Fall,2025,36,0.1,0.0,1.5841029599172887e-09
2025/26,Fall,2025,36,0.15,0.0,7.0054993139834105e-09
2025/26,Fall,2025,36,0.2,0.0,3.4258386705232656e-08
2025/26,Fall,2025,36,0.25,0.0,1.25947480000832e-07
2025/26,Fall,2025,36,0.3,0.0,3.75483807601995e-07
2025/26,Fall,2025,36,0.35,0.0,8.671318425967895e-07
