season,semester,MMWR_YR,MMWR_WK,percentile,percentile_value_cases,percentile_value_inc
2025/26,Fall,2025,35,0.01,0.0,2.877740337225987e-06
2025/26,Fall,2025,35,0.025,0.0,4.622219967131969e-06
2025/26,Fall,2025,35,0.05,0.0,6.1744444792566355e-06
2025/26,Fall,2025,35,0.1,0.0,8.168114345608046e-06
2025/26,Fall,2025,35,0.15,0.0,9.282467181037645e-06
2025/26,Fall,2025,35,0.2,0.0,9.85028764262097e-06
2025/26,Fall,2025,35,0.25,0.0,1.0186500958297984e-05
2025/26,Fall,2025,35,0.3,0.0,1.0751785066531738e-05
2025/26,Fall,2025,35,0.35,0.0,1.1789541804319014e-05
2025/26,Fall,2025,35,0.4,0.0,1.3757381020695903e-05
2025/26,Fall,2025,35,0.45,0.0,1.7072581613319933e-05
2025/26,Fall,2025,35,0.5,0.0,2.211402534157969e-05
2025/26,Fall,2025,35,0.55,0.0,2.8735287014569624e-05
2025/26,Fall,2025,35,0.6,0.0,3.923016338376325e-05
2025/26,Fall,2025,35,0.65,0.0,5.330546628101729e-05
2025/26,Fall,2025,35,0.7,0.0,7.247639223351135e-05
2025/26,Fall,2025,35,0.75,0.0,9.90550634014653e-05
2025/26,Fall,2025,35,0.8,0.0,0.00013981024385429928
2025/26,Fall,2025,35,0.85,0.0,0.00020757371821673583
2025/26,Fall,2025,35,0.9,0.0,0.00031195558840408933
2025/26,Fall,2025,35,0.95,0.0,0.0005917224654695007
2025/26,Fall,2025,35,0.975,1.0,0.0009128896417678321
2025/26,Fall,2025,35,0.99,1.0,0.0016482465947046958
2025/26,Fall,2025,36,0.01,0.0,3.0646363256892072e-06
2025/26,Fall,2025,36,0.025,0.0,4.258111539456877e-06
2025/26,Fall,2025,36,0.05,0.0,5.938604022048822e-06
2025/26,Fall,2025,36,0.1,0.0,8.203219385904958e-06
2025/26,Fall,2025,36,0.15,0.0,9.360994545204448e-06
2025/26,Fall,2025,36,0.2,0.0,9.95612736005569e-06
2025/26,Fall,2025,36,0.25,0.0,1.0457797088747611e-05
2025/26,Fall,2025,36,0.3,0.0,1.1525700028869323e-05
2025/26,Fall,2025,36,0.35,0.0,1.3762547632722998e-05
2025/26,Fall,2025,36,0.4,0.0,1.7399094940628856e-05
2025/26,Fall,2025,36,0.45,0.0,2.368615787418094e-05
2025/26,Fall,2025,36,0.5,0.0,3.2233256206382066e-05
2025/26,Fall,2025,36,0.55,0.0,4.2951862815243666e-05
2025/26,Fall,2025,36,0.6,0.0,5.876085124327801e-05
2025/26,Fall,2025,36,0.65,0.0,7.87807079177583e-05
2025/26,Fall,2025,36,0.7,0.0,0.00010495858659851363
2025/26,Fall,2025,36,0.75,0.0,0.00013967342601972632
2025/26,Fall,2025,36,0.8,0.0,0.00018570477841421966
2025/26,Fall,2025,36,0.85,0.0,0.0002584580375696532
2025/26,Fall,2025,36,0.9,0.0,0.00037609515420626853
2025/26,Fall,2025,36,0.95,0.0,0.0006568170967511828
2025/26,Fall,2025,36,0.975,1.0,0.000993474773713387
2025/26,Fall,2025,36,0.99,1.0,0.0015602805500384437
2025/26,Fall,2025,37,0.01,0.0,3.140178805551841e-06
2025/26,Fall,2025,37,0.025,0.0,4.711956080427626e-06
2025/26,Fall,2025,37,0.05,0.0,6.441467871809437e-06
2025/26,Fall,2025,37,0.1,0.0,8.638228337076727e-06
2025/26,Fall,2025,37,0.15,0.0,9.727190945341134e-06
2025/26,Fall,2025,37,0.2,0.0,1.0280015703756363e-05
2025/26,Fall,2025,37,0.25,0.0,1.1441861033745226e-05
2025/26,Fall,2025,37,0.3,0.0,1.3790675711788935e-05
2025/26,Fall,2025,37,0.35,0.0,1.799733354346244e-05
2025/26,Fall,2025,37,0.4,0.0,2.467102531227283e-05
2025/26,Fall,2025,37,0.45,0.0,3.463524571998278e-05
2025/26,Fall,2025,37,0.5,0.0,4.897912731394172e-05
2025/26,Fall,2025,37,0.55,0.0,6.514370688819327e-05
2025/26,Fall,2025,37,0.6,0.0,8.445826388197017e-05
2025/26,Fall,2025,37,0.65,0.0,0.00010961136395053475
2025/26,Fall,2025,37,0.7,0.0,0.0001390514618833548
2025/26,Fall,2025,37,0.75,0.0,0.00017983639554586262
2025/26,Fall,2025,37,0.8,0.0,0.00023562817659694712
2025/26,Fall,2025,37,0.85,0.0,0.0003138333806418813
2025/26,Fall,2025,37,0.9,0.0,0.00044492299784906265
2025/26,Fall,2025,37,0.95,0.0,0.000722059136023743
2025/26,Fall,2025,37,0.975,1.0,0.0010275998851284381
2025/26,Fall,2025,37,0.99,1.0,0.0014921898313332365
2025/26,Fall,2025,38,0.01,0.0,3.929169683942746e-06
2025/26,Fall,2025,38,0.025,0.0,6.20327887190797e-06
2025/26,Fall,2025,38,0.05,0.0,7.6642263593385e-06
2025/26,Fall,2025,38,0.1,0.0,9.494366986473324e-06
2025/26,Fall,2025,38,0.15,0.0,1.0326082610845333e-05
2025/26,Fall,2025,38,0.2,0.0,1.1715097389242149e-05
2025/26,Fall,2025,38,0.25,0.0,1.4804727470618673e-05
2025/26,Fall,2025,38,0.3,0.0,2.087484062940348e-05
2025/26,Fall,2025,38,0.35,0.0,2.9658719995495593e-05
2025/26,Fall,2025,38,0.4,0.0,4.0179091593017814e-05
2025/26,Fall,2025,38,0.45,0.0,5.579918743023882e-05
2025/26,Fall,2025,38,0.5,0.0,7.455953527824022e-05
2025/26,Fall,2025,38,0.55,0.0,9.538488884572873e-05
2025/26,Fall,2025,38,0.6,0.0,0.00012222721124999222
2025/26,Fall,2025,38,0.65,0.0,0.0001533821508928668
2025/26,Fall,2025,38,0.7,0.0,0.0001892879838123917
2025/26,Fall,2025,38,0.75,0.0,0.00023717761359876022
2025/26,Fall,2025,38,0.8,0.0,0.00030567666981369263
2025/26,Fall,2025,38,0.85,0.0,0.0003944070369470863
2025/26,Fall,2025,38,0.9,0.0,0.0005553292226977649
2025/26,Fall,2025,38,0.95,1.0,0.0008340006490470831
2025/26,Fall,2025,38,0.975,1.0,0.0011774714104831187
2025/26,Fall,2025,38,0.99,1.0,0.0015923593286424878
2025/26,Fall,2025,39,0.01,0.0,3.772140883029351e-06
2025/26,Fall,2025,39,0.025,0.0,6.435998511733488e-06
2025/26,Fall,2025,39,0.05,0.0,8.31825614113768e-06
2025/26,Fall,2025,39,0.1,0.0,1.0002576618717286e-05
2025/26,Fall,2025,39,0.15,0.0,1.1474576240289025e-05
2025/26,Fall,2025,39,0.2,0.0,1.4887325232848541e-05
2025/26,Fall,2025,39,0.25,0.0,2.1984522845741594e-05
2025/26,Fall,2025,39,0.3,0.0,3.306646867713424e-05
2025/26,Fall,2025,39,0.35,0.0,4.8705461085774e-05
2025/26,Fall,2025,39,0.4,0.0,6.776057271054015e-05
2025/26,Fall,2025,39,0.45,0.0,8.760264099691995e-05
2025/26,Fall,2025,39,0.5,0.0,0.00011357181574567221
2025/26,Fall,2025,39,0.55,0.0,0.00014166834007482977
2025/26,Fall,2025,39,0.6,0.0,0.00017635606054682284
2025/26,Fall,2025,39,0.65,0.0,0.00021754778790636934
2025/26,Fall,2025,39,0.7,0.0,0.0002671707916306331
2025/26,Fall,2025,39,0.75,0.0,0.0003257446951465681
2025/26,Fall,2025,39,0.8,0.0,0.00040334641234949234
2025/26,Fall,2025,39,0.85,0.0,0.0005033958354033527
2025/26,Fall,2025,39,0.9,0.0,0.0006613354722503576
2025/26,Fall,2025,39,0.95,1.0,0.0009493156394455566
2025/26,Fall,2025,39,0.975,1.0,0.0012544438999611857
2025/26,Fall,2025,39,0.99,1.0,0.0017305987060535727
2025/26,Fall,2025,40,0.01,0.0,4.492770881370233e-06
2025/26,Fall,2025,40,0.025,0.0,7.20133906497722e-06
2025/26,Fall,2025,40,0.05,0.0,8.937271968534332e-06
